volatile acidity,residual sugar,total sulfur dioxide,density,alcohol,quality
0.27,13,160,0.99705,9.6,6
0.27,13,160,0.99705,9.6,6
0.27,13,160,0.99705,9.6,6
0.27,13,160,0.99705,9.6,6
0.28,8.6,223,0.99654,9.1,5
0.21,1.7,61,0.98953,12,7
0.24,1.2,132,0.99132,11.2,4
0.27,1.2,124,0.99204,10.1,6
0.27,1.2,130,0.99185,10.3,6
0.27,2,102,0.98952,12.3,6
0.315,19.4,106,0.99704,10.55,6
0.59,0.8,95,0.99032,10.9,4
0.3,6.3,138,0.99382,9.7,5
0.3,6.4,142,0.99382,9.8,5
0.3,12.1,127,0.9974,8.9,6
0.3,12.1,127,0.9974,8.9,6
0.31,12.9,161,0.99546,10.2,5
0.25,2.4,76,0.99088,11.7,7
0.32,4.3,127,0.98904,12.8,8
0.225,4.2,118,0.989,12.8,8
0.31,12.9,161,0.99546,10.2,5
0.62,1.7,118,0.98758,13.55,6
0.3,2.2,128,0.9901,11.6,6
0.3,12.1,127,0.9974,8.9,6
0.785,3.4,134,0.98981,13.8,6
0.31,7.4,159,0.9952,9.4,6
0.32,7.3,159,0.99519,9.4,5
0.105,1.1,140,0.99142,10.7,7
0.105,1.1,140,0.99142,10.7,7
0.33,1.4,93,0.9897,12.3,6
0.32,14.5,115,0.99684,10.3,5
0.26,8,111,0.99445,10.4,6
0.2,1.1,126,0.99051,11.6,7
0.105,1.1,140,0.99142,10.7,7
0.28,2.2,125,0.98986,12.8,8
0.31,5.8,111,0.99189,11.9,7
0.35,0.9,65,0.98934,12.1,4
0.26,6.4,99,0.99449,9.2,6
0.28,10.9,131,0.99566,9.5,6
0.17,7.3,104,0.99252,11,6
0.35,8.3,100,0.9959,10.9,5
0.26,1.3,150,0.9924,10.4,6
0.375,3.3,147,0.99482,9.1,5
0.17,1,71,0.99103,11.4,6
0.26,1.1,113,0.98946,11.4,7
0.36,1,178,0.99212,9.7,5
0.4,5.1,113,0.99052,12.4,6
0.76,3.2,120,0.99026,13.7,7
0.41,12.6,136,0.99516,10.6,6
0.385,3.7,122,0.99128,11.2,6
0.27,1.7,82,0.9891,13.13333333,6
0.4,5.1,113,0.99052,12.4,6
0.36,1,178,0.99212,9.7,5
0.24,1.3,131,0.99176,11,6
0.23,1.5,165,0.99162,11.3,6
0.28,4.6,130,0.99193,12,7
0.23,10.3,140,0.9967,9.2,5
0.34,6.1,134,0.99462,10.7,6
0.34,6.1,134,0.99462,10.7,6
0.22,1.2,86,0.99058,11.4,6
0.23,10.3,140,0.9967,9.2,5
0.32,9.9,90,0.99258,12.1,7
0.29,1.6,140,0.99138,11.1,6
0.38,1.1,140,0.99271,9.7,6
0.32,1.5,141,0.9917,10.7,5
0.33,1.2,97,0.99126,10.9,6
0.37,1.5,95,0.98986,12,7
0.295,1.1,102,0.99154,10.6,6
0.5,11.5,92,0.99642,9.6,5
0.28,7.8,216,0.99154,13.1,6
0.275,7.4,114,0.99313,11,6
0.405,1.45,44,0.99125,11.6,4
0.34,8.9,128,0.99318,11.95,7
0.22,1.1,175,0.99099,11.1,6
0.28,1,92,0.99004,11.5,6
0.34,2.5,182,0.99093,11.3,5
0.29,1.1,180,0.98924,11.9,6
0.38,2.4,93,0.99336,9.5,5
0.3,2.3,150,0.98944,12.2,6
0.54,5.1,97,0.99022,12.2,7
0.36,2.5,161,0.99146,11.1,6
0.33,8.9,164,0.99488,9.6,5
0.36,2.5,161,0.99146,11.1,6
0.33,8.9,164,0.99488,9.6,5
0.23,1.6,113,0.99176,11.4,5
0.25,1.4,77,0.99001,11.4,5
0.35,3.9,79,0.99005,12.06666667,6
0.23,13.7,172,0.99755,9,6
0.23,13.7,172,0.99755,9,6
0.38,9.2,116,0.99444,11.4,6
0.35,7.8,177,0.99502,9.6,5
0.43,7.6,118,0.99222,11,6
0.52,7.7,119,0.99224,11,6
0.31,3,102,0.99067,11.2,6
0.22,1.3,86,0.99069,11.55,6
0.36,4,92,0.98936,13.3,7
0.41,1.1,148,0.99266,9.633333333,5
0.355,2,95,0.98822,13.6,6
0.41,1.9,112,0.99138,11.2,6
0.6,1.4,60,0.98854,13,6
0.23,4.5,124,0.99324,10.8,6
0.24,10.1,81,0.99626,9.8,6
0.32,6.6,132,0.99188,11.45,7
0.2,1.9,98,0.9897,12.05,6
0.42,12.4,179,0.99622,9.7,5
0.21,1.6,122,0.99044,11.9,6
0.2,2.5,125,0.99282,10,6
0.22,1.2,97,0.99245,9.7,6
0.38,2.5,117,0.99132,11.6,7
0.54,0.8,82,0.99286,8.8,5
0.53,0.9,81,0.99234,9.5,4
0.34,8.1,170,0.99494,9.533333333,6
0.34,8.1,170,0.99494,9.533333333,6
0.235,11.75,118,0.9954,9.4,6
0.32,1.3,156,0.99184,10.7,5
0.47,1.9,148,0.98964,11.5,6
0.33,8.3,174,0.99492,9.6,5
0.34,8.1,170,0.99494,9.55,6
0.21,5.7,121,0.99168,12.15,7
0.41,1.9,56,0.98928,13,7
0.22,1.2,127,0.9933,9.2,5
0.235,11.75,118,0.9954,9.4,6
0.34,2.2,100,0.98938,11.8,6
0.21,0.9,121,0.99074,10.6,6
0.23,1.3,112,0.99298,9.7,5
0.21,1.6,92,0.99114,11.2,6
0.32,8,168,0.9949,9.6,5
0.24,1.2,111,0.99254,9.4,6
0.29,1.1,110,0.98869,12.8,7
0.21,0.8,98,0.98941,11.8,6
